Date,DataSource,Steps,Calories,Distance(meters),ActiveTime(seconds)
2021-01-09,Apple Health,1022.0,107.7,780.0,0.0
2021-01-10,Apple Health,37.0,0.0,27.0,0.0
2021-01-11,Apple Health,2056.0,254.2,1532.0,0.0
2021-01-12,Apple Health,1779.0,207.9,1369.0,0.0
2021-01-13,Apple Health,4907.0,424.8,3721.0,0.0
2021-01-14,Apple Health,4829.0,423.5,3605.0,0.0
2021-01-15,Apple Health,1820.0,4.1,1172.0,0.0
2021-01-16,Apple Health,760.0,0.0,543.0,0.0
2021-01-17,Apple Health,27.0,0.0,11.0,0.0
2021-01-18,Apple Health,4080.0,376.7,3059.0,0.0
2021-01-19,Apple Health,4651.0,408.6,3416.0,0.0
2021-01-20,Apple Health,4775.0,428.8,3587.0,0.0
2021-01-21,Apple Health,4142.0,480.1,3153.0,0.0
2021-01-22,Apple Health,3618.0,406.4,2709.0,0.0
2021-01-23,Apple Health,728.0,65.4,555.0,0.0
2021-01-24,Apple Health,22.0,0.0,15.0,0.0
2021-01-25,Apple Health,5456.0,458.4,4129.0,0.0
2021-01-26,Apple Health,3688.0,357.9,2798.0,0.0
2021-01-27,Apple Health,5804.0,467.0,4431.0,0.0
2021-01-28,Apple Health,6503.0,483.2,4894.0,0.0
2021-01-29,Apple Health,5334.0,482.9,3986.0,0.0
2021-01-30,Apple Health,80.0,0.0,57.0,0.0
2021-01-31,Apple Health,4124.0,0.0,2677.0,0.0
2021-02-01,Apple Health,2214.0,315.0,1715.0,0.0
2021-02-02,Apple Health,4014.0,385.6,3013.0,0.0
2021-02-03,Apple Health,4622.0,516.3,3495.0,0.0
2021-02-04,Apple Health,4740.0,502.4,3629.0,0.0
2021-02-05,Apple Health,2996.0,353.2,2313.0,0.0
2021-02-06,Apple Health,28.0,0.0,19.0,0.0
2021-02-07,Apple Health,133.0,0.0,93.0,0.0
2021-02-08,Apple Health,3795.0,387.5,2905.0,0.0
2021-02-09,Apple Health,3833.0,358.5,2895.0,0.0
2021-02-10,Apple Health,3614.0,444.6,2776.0,0.0
2021-02-11,Apple Health,70.0,0.0,45.0,0.0
2021-02-12,Apple Health,1340.0,0.0,820.0,0.0
2021-02-13,Apple Health,2006.0,204.6,1497.0,0.0
2021-02-14,Apple Health,144.0,0.0,105.0,0.0
2021-02-15,Apple Health,3423.0,0.0,2195.0,0.0
2021-02-16,Apple Health,5492.0,528.7,4254.0,0.0
2021-02-17,Apple Health,3074.0,296.1,2276.0,0.0
2021-02-18,Apple Health,4363.0,347.7,3278.0,0.0
2021-02-19,Apple Health,4948.0,559.2,3782.0,0.0
2021-02-20,Apple Health,6232.0,483.9,4764.0,0.0
2021-02-21,Apple Health,132.0,0.0,91.0,0.0
2021-02-22,Apple Health,3993.0,406.8,3013.0,0.0
2021-02-23,Apple Health,5163.0,446.8,3852.0,0.0
2021-02-24,Apple Health,4498.0,533.4,3361.0,0.0
2021-02-25,Apple Health,4746.0,477.3,3622.0,0.0
2021-02-26,Apple Health,3350.0,322.8,2558.0,0.0
2021-02-27,Apple Health,3215.0,240.7,2367.0,0.0
2021-02-28,Apple Health,81.0,0.0,60.0,0.0
2021-03-01,Apple Health,6463.0,348.4,4659.0,0.0
2021-03-02,Apple Health,3211.0,313.9,2427.0,0.0
2021-03-03,Apple Health,6943.0,621.1,5133.0,0.0
2021-03-04,Apple Health,6093.0,492.5,4628.0,0.0
2021-03-05,Apple Health,8045.0,511.0,6095.0,0.0
2021-03-06,Apple Health,32.0,0.0,23.0,0.0
2021-03-07,Apple Health,33.0,0.0,25.0,0.0
2021-03-08,Apple Health,3686.0,361.3,2762.0,0.0
2021-03-09,Apple Health,4522.0,416.6,3417.0,0.0
2021-03-10,Apple Health,5018.0,581.7,3841.0,0.0
2021-03-11,Apple Health,3901.0,389.9,3052.0,0.0
2021-03-12,Apple Health,2758.0,324.7,2080.0,0.0
2021-03-13,Apple Health,2031.0,277.9,1496.0,0.0
2021-03-14,Apple Health,1976.0,77.5,1506.0,0.0
2021-03-15,Apple Health,4201.0,527.8,3187.0,0.0
2021-03-16,Apple Health,2219.0,210.4,1666.0,0.0
2021-03-17,Apple Health,2101.0,328.7,1570.0,0.0
2021-03-18,Apple Health,5878.0,556.8,4495.0,0.0
2021-03-19,Apple Health,3435.0,304.8,2594.0,0.0
2021-03-20,Apple Health,128.0,0.0,89.0,0.0
2021-03-21,Apple Health,88.0,0.0,61.0,0.0
2021-03-22,Apple Health,2453.0,267.2,1896.0,0.0
2021-03-23,Apple Health,3610.0,315.8,2802.0,0.0
2021-03-24,Apple Health,1795.0,245.9,1380.0,0.0
2021-03-25,Apple Health,3614.0,343.0,2685.0,0.0
2021-03-26,Apple Health,3743.0,377.4,2844.0,0.0
2021-03-27,Apple Health,794.0,60.7,582.0,0.0
2021-03-28,Apple Health,628.0,0.0,441.0,0.0
2021-03-29,Apple Health,3399.0,412.8,2620.0,0.0
2021-03-30,Apple Health,1663.0,119.2,1226.0,0.0
2021-03-31,Apple Health,1893.0,218.0,1432.0,0.0
2021-04-01,Apple Health,8304.0,933.9,6276.0,0.0
2021-04-02,Apple Health,8628.0,669.7,6566.0,0.0
2021-04-03,Apple Health,7674.0,619.6,5744.0,0.0
2021-04-04,Apple Health,351.0,0.0,231.0,0.0
2021-04-05,Apple Health,3539.0,42.0,2344.0,0.0
2021-04-06,Apple Health,3767.0,416.6,2877.0,0.0
2021-04-07,Apple Health,7322.0,485.5,5601.0,0.0
2021-04-08,Apple Health,2879.0,291.3,2208.0,0.0
2021-04-09,Apple Health,4287.0,364.7,3230.0,0.0
2021-04-10,Apple Health,4095.0,443.0,3150.0,0.0
2021-04-11,Apple Health,5314.0,573.8,4085.0,0.0
2021-04-12,Apple Health,4069.0,514.1,3056.0,0.0
2021-04-13,Apple Health,4470.0,418.3,3453.0,0.0
2021-04-14,Apple Health,8008.0,628.6,6009.0,0.0
2021-04-15,Apple Health,5854.0,566.7,4307.0,0.0
2021-04-16,Apple Health,4231.0,417.0,3230.0,0.0
2021-04-17,Apple Health,127.0,0.0,90.0,0.0
2021-04-18,Apple Health,2570.0,235.8,1990.0,0.0
2021-04-19,Apple Health,5567.0,540.0,4284.0,0.0
2021-04-20,Apple Health,1319.0,89.7,967.0,0.0
2021-04-21,Apple Health,3763.0,339.6,3043.0,0.0
2021-04-22,Apple Health,3298.0,208.9,2382.0,0.0
2021-04-23,Apple Health,3523.0,265.5,2648.0,0.0
2021-04-24,Apple Health,3191.0,426.7,2474.0,0.0
2021-04-25,Apple Health,2060.0,213.4,1573.0,0.0
2021-04-26,Apple Health,2131.0,234.6,1627.0,0.0
2021-04-27,Apple Health,4244.0,402.4,3261.0,0.0
2021-04-28,Apple Health,2734.0,266.0,2088.0,0.0
2021-04-29,Apple Health,4290.0,275.9,3174.0,0.0
2021-04-30,Apple Health,3899.0,388.2,2935.0,0.0
2021-05-01,Apple Health,1385.0,76.6,1014.0,0.0
2021-05-02,Apple Health,61.0,0.0,43.0,0.0
2021-05-03,Apple Health,3461.0,413.1,2698.0,0.0
2021-05-04,Apple Health,3216.0,322.6,2502.0,0.0
2021-05-05,Apple Health,1734.0,215.6,1322.0,0.0
2021-05-06,Apple Health,5018.0,515.6,3824.0,0.0
2021-05-07,Apple Health,5247.0,432.4,4012.0,0.0
2021-05-08,Apple Health,3420.0,191.6,2515.0,0.0
2021-05-09,Apple Health,3639.0,494.3,2809.0,0.0
2021-05-10,Apple Health,3802.0,380.4,2827.0,0.0
2021-05-11,Apple Health,4706.0,509.3,3602.0,0.0
2021-05-12,Apple Health,5768.0,347.8,4285.0,0.0
2021-05-13,Apple Health,4459.0,400.9,3385.0,0.0
2021-05-14,Apple Health,3191.0,297.5,2356.0,0.0
2021-05-15,Apple Health,146.0,0.0,87.0,0.0
2021-05-16,Apple Health,81.0,0.0,58.0,0.0
2021-05-17,Apple Health,3531.0,329.3,2612.0,0.0
2021-05-18,Apple Health,4793.0,409.9,3699.0,0.0
2021-05-19,Apple Health,5984.0,418.7,4497.0,0.0
2021-05-20,Apple Health,3501.0,495.8,2718.0,0.0
2021-05-21,Apple Health,3961.0,363.6,3003.0,0.0
2021-05-22,Apple Health,4352.0,223.9,3427.0,0.0
2021-05-23,Apple Health,2536.0,127.7,1959.0,0.0
2021-05-24,Apple Health,3201.0,340.8,2451.0,0.0
2021-05-25,Apple Health,3619.0,324.1,2706.0,0.0
2021-05-26,Apple Health,5665.0,576.2,4316.0,0.0
2021-05-27,Apple Health,5141.0,450.1,3886.0,0.0
2021-05-28,Apple Health,4273.0,0.0,2611.0,0.0
2021-05-29,Apple Health,289.0,0.0,195.0,0.0
2021-05-30,Apple Health,150.0,0.0,112.0,0.0
2021-05-31,Apple Health,4365.0,335.9,3251.0,0.0
2021-06-01,Apple Health,4076.0,280.4,3007.0,0.0
2021-06-02,Apple Health,3639.0,283.2,2692.0,0.0
2021-06-03,Apple Health,3900.0,364.7,2932.0,0.0
2021-06-04,Apple Health,4141.0,1.4,2635.0,0.0
2021-06-05,Apple Health,188.0,0.0,138.0,0.0
2021-06-06,Apple Health,2830.0,172.3,2071.0,0.0
2021-06-07,Apple Health,3571.0,377.4,2733.0,0.0
2021-06-08,Apple Health,4948.0,489.0,3703.0,0.0
2021-06-09,Apple Health,3437.0,341.2,2598.0,0.0
2021-06-10,Apple Health,4681.0,409.2,3563.0,0.0
2021-06-11,Apple Health,3845.0,351.0,2930.0,0.0
2021-06-12,Apple Health,1066.0,126.8,786.0,0.0
2021-06-13,Apple Health,1898.0,0.8,1226.0,0.0
2021-06-14,Apple Health,5172.0,548.6,3960.0,0.0
2021-06-15,Apple Health,4447.0,504.5,3411.0,0.0
2021-06-16,Apple Health,3842.0,403.2,2993.0,0.0
2021-06-17,Apple Health,4032.0,407.8,3110.0,0.0
2021-06-18,Apple Health,1938.0,112.0,1397.0,0.0
2021-06-19,Apple Health,3303.0,190.6,2384.0,0.0
2021-06-20,Apple Health,66.0,0.0,43.0,0.0
2021-06-21,Apple Health,4146.0,427.7,3071.0,0.0
2021-06-22,Apple Health,3727.0,424.4,2878.0,0.0
2021-06-23,Apple Health,6705.0,525.6,5196.0,0.0
2021-06-24,Apple Health,4478.0,362.7,3409.0,0.0
2021-06-25,Apple Health,8563.0,605.3,6590.0,0.0
2021-06-26,Apple Health,958.0,0.0,644.0,0.0
2021-06-27,Apple Health,6660.0,434.2,4913.0,0.0
2021-06-28,Apple Health,4504.0,403.8,3460.0,0.0
2021-06-29,Apple Health,5401.0,498.8,4117.0,0.0
2021-06-30,Apple Health,5592.0,275.2,4101.0,0.0
2021-07-01,Apple Health,4648.0,391.8,3557.0,0.0
2021-07-02,Apple Health,5068.0,387.0,3913.0,0.0
2021-07-03,Apple Health,50.0,0.0,34.0,0.0
2021-07-04,Apple Health,179.0,0.0,123.0,0.0
2021-07-05,Apple Health,5341.0,434.0,4007.0,0.0
2021-07-06,Apple Health,3873.0,344.7,2865.0,0.0
2021-07-07,Apple Health,7519.0,445.4,5776.0,0.0
2021-07-08,Apple Health,8315.0,643.8,6297.0,0.0
2021-07-09,Apple Health,5080.0,424.6,4045.0,0.0
2021-07-10,Apple Health,170.0,0.0,116.0,0.0
2021-07-11,Apple Health,22.0,0.0,15.0,0.0
2021-07-12,Apple Health,2681.0,315.5,2025.0,0.0
2021-07-13,Apple Health,4188.0,307.1,3119.0,0.0
2021-07-14,Apple Health,3344.0,303.5,2592.0,0.0
2021-07-15,Apple Health,2807.0,324.9,2121.0,0.0
2021-07-16,Apple Health,5774.0,461.0,4517.0,0.0
2021-07-17,Apple Health,8463.0,821.0,6644.0,0.0
2021-07-18,Apple Health,8452.0,590.3,6556.0,0.0
2021-07-19,Apple Health,3557.0,355.5,2721.0,0.0
2021-07-20,Apple Health,4248.0,382.2,3288.0,0.0
2021-07-21,Apple Health,4014.0,297.8,3177.0,0.0
2021-07-22,Apple Health,4439.0,314.9,3453.0,0.0
2021-07-23,Apple Health,12652.0,814.7,10049.0,0.0
2021-07-24,Apple Health,21.0,0.0,13.0,0.0
2021-07-25,Apple Health,293.0,0.0,198.0,0.0
2021-07-26,Apple Health,4004.0,388.7,3056.0,0.0
2021-07-27,Apple Health,4398.0,368.7,3400.0,0.0
2021-07-28,Apple Health,3578.0,272.8,2735.0,0.0
2021-07-29,Apple Health,2735.0,201.7,2099.0,0.0
2021-07-30,Apple Health,5464.0,444.5,4106.0,0.0
2021-07-31,Apple Health,49.0,0.8,35.0,0.0
2021-08-01,Apple Health,6354.0,407.0,4748.0,0.0
2021-08-02,Apple Health,4434.0,409.7,3403.0,0.0
2021-08-03,Apple Health,5375.0,423.4,4283.0,0.0
2021-08-04,Apple Health,5194.0,419.5,3850.0,0.0
2021-08-05,Apple Health,3868.0,373.3,2930.0,0.0
2021-08-06,Apple Health,3486.0,306.1,2562.0,0.0
2021-08-07,Apple Health,956.0,0.0,598.0,0.0
2021-08-08,Apple Health,6169.0,114.7,4361.0,0.0
2021-08-09,Apple Health,5505.0,444.9,4312.0,0.0
2021-08-10,Apple Health,3611.0,247.0,2597.0,0.0
2021-08-11,Apple Health,1745.0,258.9,1303.0,0.0
2021-08-12,Apple Health,3979.0,632.3,2967.0,0.0
2021-08-13,Apple Health,3122.0,281.0,2340.0,0.0
2021-08-14,Apple Health,0.0,0.0,0.0,0.0
2021-08-15,Apple Health,2153.0,138.7,1651.0,0.0
2021-08-16,Apple Health,0.0,0.0,0.0,0.0
2021-08-17,Apple Health,4285.0,377.4,3136.0,0.0
2021-08-18,Apple Health,5095.0,391.0,3805.0,0.0
2021-08-19,Apple Health,0.0,0.0,0.0,0.0
2021-08-20,Apple Health,0.0,0.0,0.0,0.0
2021-08-21,Apple Health,666.0,27.5,414.0,0.0
2021-08-22,Apple Health,832.0,38.7,607.0,0.0
2021-08-23,Apple Health,4160.0,317.8,2964.0,0.0
2021-08-24,Apple Health,2977.0,287.4,2108.0,0.0
2021-08-25,Apple Health,3957.0,394.5,2857.0,0.0
2021-08-26,Apple Health,5089.0,396.0,3792.0,0.0
2021-08-27,Apple Health,7962.0,719.7,6119.0,0.0
2021-08-28,Apple Health,1297.0,30.0,914.0,0.0
2021-08-29,Apple Health,11795.0,1047.0,12724.0,0.0
2021-08-30,Apple Health,0.0,0.0,0.0,0.0
2021-08-31,Apple Health,3344.0,373.9,2405.0,0.0
2021-09-01,Apple Health,2687.0,260.0,2013.0,0.0
2021-09-02,Apple Health,2896.0,328.2,2210.0,0.0
2021-09-03,Apple Health,3117.0,230.3,2403.0,0.0
2021-09-04,Apple Health,0.0,0.0,0.0,0.0
2021-09-05,Apple Health,780.0,35.0,532.0,0.0
2021-09-06,Apple Health,4311.0,410.2,3157.0,0.0
2021-09-07,Apple Health,2321.0,300.7,1768.0,0.0
2021-09-08,Apple Health,1861.0,51.0,1269.0,0.0
2021-09-09,Apple Health,3021.0,343.6,2099.0,0.0
2021-09-10,Apple Health,5524.0,514.5,4269.0,0.0
2021-09-11,Apple Health,134.0,4.0,96.0,0.0
2021-09-12,Apple Health,1764.0,92.0,1201.0,0.0
2021-09-13,Apple Health,3762.0,368.1,2594.0,0.0
2021-09-14,Apple Health,3252.0,251.8,2466.0,0.0
2021-09-15,Apple Health,2895.0,282.2,2086.0,0.0
2021-09-16,Apple Health,2545.0,373.6,1968.0,0.0
2021-09-17,Apple Health,4850.0,597.0,3746.0,0.0
2021-09-18,Apple Health,0.0,0.0,0.0,0.0
2021-09-19,Apple Health,882.0,43.0,598.0,0.0
2021-09-20,Apple Health,4140.0,279.6,3156.0,0.0
2021-09-21,Apple Health,1747.0,59.0,1256.0,0.0
2021-09-22,Apple Health,0.0,0.0,0.0,0.0
2021-09-23,Apple Health,2870.0,283.6,2169.0,0.0
2021-09-24,Apple Health,4587.0,507.4,3576.0,0.0
2021-09-25,Apple Health,796.0,103.4,627.0,0.0
2021-09-26,Apple Health,0.0,0.0,0.0,0.0
2021-09-27,Apple Health,3729.0,474.5,2798.0,0.0
2021-09-28,Apple Health,3088.0,215.8,2236.0,0.0
2021-09-29,Apple Health,3626.0,376.0,2721.0,0.0
2021-09-30,Apple Health,5567.0,308.6,4172.0,0.0
2021-10-01,Apple Health,77.0,5.0,54.0,0.0
2021-10-02,Apple Health,349.0,11.0,228.0,0.0
2021-10-03,Apple Health,3897.0,264.5,2678.0,0.0
2021-10-04,Apple Health,3071.0,183.4,2243.0,0.0
2021-10-05,Apple Health,0.0,0.0,0.0,0.0
2021-10-06,Apple Health,4065.0,346.9,3006.0,0.0
2021-10-07,Apple Health,3398.0,259.3,2618.0,0.0
2021-10-08,Apple Health,3248.0,276.1,2414.0,0.0
2021-10-09,Apple Health,1652.0,126.2,1204.0,0.0
2021-10-10,Apple Health,33.0,1.0,28.0,0.0
2021-10-11,Apple Health,2546.0,162.9,1725.0,0.0
2021-10-12,Apple Health,1633.0,233.2,1194.0,0.0
2021-10-13,Apple Health,2757.0,282.8,1989.0,0.0
2021-10-14,Apple Health,3280.0,278.0,2220.0,0.0
2021-10-15,Apple Health,3403.0,215.4,2511.0,0.0
2021-10-17,Apple Health,36.0,3.0,24.0,0.0
2021-10-18,Apple Health,2555.0,225.4,1882.0,0.0
2021-10-19,Apple Health,2609.0,226.9,2042.0,0.0
2021-10-20,Apple Health,3880.0,296.7,2959.0,0.0
2021-10-21,Apple Health,2771.0,187.8,2130.0,0.0
2021-10-22,Apple Health,96.0,5.0,62.0,0.0
2021-10-23,Apple Health,165.0,4.0,104.0,0.0
2021-10-24,Apple Health,48.0,5.0,28.0,0.0
2021-10-25,Apple Health,2327.0,142.6,1749.0,0.0
2021-10-26,Apple Health,3223.0,264.2,2419.0,0.0
2021-10-27,Apple Health,7112.0,414.5,5329.0,0.0
2021-10-28,Apple Health,1672.0,197.4,1171.0,0.0
2021-10-29,Apple Health,4113.0,196.5,2913.0,0.0
2021-10-30,Apple Health,2286.0,166.6,1671.0,0.0
2021-10-31,Apple Health,2994.0,128.4,2237.0,0.0
2021-11-01,Apple Health,3646.0,299.6,2738.0,0.0
2021-11-02,Apple Health,4078.0,478.7,3132.0,0.0
2021-11-03,Apple Health,3892.0,354.6,2914.0,0.0
2021-11-04,Apple Health,2675.0,284.5,1987.0,0.0
2021-11-05,Apple Health,3712.0,332.1,2759.0,0.0
2021-11-06,Apple Health,3305.0,294.0,2512.0,0.0
2021-11-07,Apple Health,3654.0,201.6,2728.0,0.0
2021-11-08,Apple Health,2818.0,305.7,2088.0,0.0
2021-11-09,Apple Health,2810.0,271.4,1933.0,0.0
2021-11-10,Apple Health,3587.0,300.2,2390.0,0.0
2021-11-11,Apple Health,3467.0,285.1,2550.0,0.0
2021-11-12,Apple Health,0.0,0.0,0.0,0.0
2021-11-13,Apple Health,7157.0,436.4,5184.0,0.0
2021-11-14,Apple Health,5946.0,416.6,4414.0,0.0
2021-11-15,Apple Health,4588.0,469.8,3210.0,0.0
2021-11-16,Apple Health,4235.0,342.8,3133.0,0.0
2021-11-17,Apple Health,0.0,0.0,0.0,0.0
2021-11-18,Apple Health,4152.0,253.2,3042.0,0.0
2021-11-19,Apple Health,0.0,0.0,0.0,0.0
2021-11-20,Apple Health,7386.0,398.1,5474.0,0.0
2021-11-21,Apple Health,3451.0,175.9,2654.0,0.0
2021-11-22,Apple Health,3300.0,363.3,2298.0,0.0
2021-11-23,Apple Health,4507.0,315.8,3369.0,0.0
2021-11-24,Apple Health,3637.0,304.1,2684.0,0.0
2021-11-25,Apple Health,7745.0,570.0,5779.0,0.0
2021-11-26,Apple Health,3451.0,289.7,2568.0,0.0
2021-11-27,Apple Health,4049.0,416.7,3074.0,0.0
2021-11-28,Apple Health,404.0,24.5,302.0,0.0
2021-11-29,Apple Health,3299.0,294.1,2469.0,0.0
2021-11-30,Apple Health,2492.0,308.1,1753.0,0.0
2021-12-01,Apple Health,3043.0,256.7,2313.0,0.0
2021-12-02,Apple Health,5146.0,402.9,3762.0,0.0
2021-12-03,Apple Health,0.0,0.0,0.0,0.0
2021-12-04,Apple Health,8695.0,588.9,6414.0,0.0
2021-12-05,Apple Health,1874.0,177.7,1332.0,0.0
2021-12-06,Apple Health,2960.0,240.6,2108.0,0.0
2021-12-07,Apple Health,4118.0,272.8,2972.0,0.0
2021-12-08,Apple Health,4328.0,458.1,3241.0,0.0
2021-12-09,Apple Health,5149.0,415.5,3813.0,0.0
2021-12-10,Apple Health,3723.0,361.1,2729.0,0.0
2021-12-11,Apple Health,4356.0,304.0,3167.0,0.0
2021-12-12,Apple Health,180.0,8.3,135.0,0.0
2021-12-13,Apple Health,3677.0,204.3,2623.0,0.0
2021-12-14,Apple Health,4351.0,234.7,3047.0,0.0
2021-12-15,Apple Health,3805.0,346.3,2738.0,0.0
2021-12-16,Apple Health,4454.0,341.3,3113.0,0.0
2021-12-17,Apple Health,2437.0,202.8,1606.0,0.0
2021-12-18,Apple Health,3780.0,209.1,2787.0,0.0
2021-12-19,Apple Health,3774.0,90.6,2535.0,0.0
2021-12-20,Apple Health,3616.0,281.7,2647.0,0.0
2021-12-21,Apple Health,3973.0,310.7,2903.0,0.0
2021-12-22,Apple Health,4054.0,318.5,3033.0,0.0
2021-12-23,Apple Health,3940.0,290.0,2938.0,0.0
2021-12-24,Apple Health,1232.0,94.0,887.0,0.0
2021-12-25,Apple Health,11.0,10.2,0.0,0.0
2021-12-26,Apple Health,91.0,7.8,64.0,0.0
2021-12-27,Apple Health,3412.0,266.2,2490.0,0.0
2021-12-28,Apple Health,5350.0,434.5,4049.0,0.0
2021-12-29,Apple Health,5823.0,511.8,4381.0,0.0
2021-12-30,Apple Health,3056.0,234.7,2219.0,0.0
2021-12-31,Apple Health,5029.0,392.2,3732.0,0.0
2022-01-01,Apple Health,2135.0,208.4,1547.0,0.0
2022-01-02,Apple Health,136.0,5.0,94.0,0.0
2022-01-03,Apple Health,3321.0,288.8,2456.0,0.0
2022-01-04,Apple Health,3544.0,325.0,2448.0,0.0
2022-01-05,Apple Health,3772.0,315.8,2671.0,0.0
2022-01-06,Apple Health,3694.0,343.6,2764.0,0.0
2022-01-07,Apple Health,6435.0,364.5,4543.0,0.0
2022-01-08,Apple Health,52.0,4.0,37.0,0.0
2022-01-09,Apple Health,60.0,4.0,48.0,0.0
2022-01-10,Apple Health,5075.0,351.2,3563.0,0.0
2022-01-11,Apple Health,5763.0,559.3,4181.0,0.0
2022-01-12,Apple Health,5551.0,444.7,4131.0,0.0
2022-01-13,Apple Health,3599.0,290.3,2548.0,0.0
2022-01-14,Apple Health,4112.0,458.1,2963.0,0.0
2022-01-15,Apple Health,280.0,8.0,194.0,0.0
2022-01-16,Apple Health,6990.0,388.8,5058.0,0.0
2022-01-17,Apple Health,4661.0,372.0,3444.0,0.0
2022-01-18,Apple Health,4261.0,444.2,3199.0,0.0
2022-01-19,Apple Health,150.0,10.6,111.0,0.0
2022-01-20,Apple Health,7934.0,437.7,5736.0,0.0
2022-01-21,Apple Health,12250.0,739.7,9125.0,0.0
2022-01-22,Apple Health,6270.0,353.3,4424.0,0.0
2022-01-23,Apple Health,23.0,3.0,15.0,0.0
2022-01-24,Apple Health,4633.0,378.5,3463.0,0.0
2022-01-25,Apple Health,3551.0,250.1,2535.0,0.0
2022-01-26,Apple Health,3714.0,312.4,2720.0,0.0
2022-01-27,Apple Health,3191.0,328.9,2352.0,0.0
2022-01-28,Apple Health,2502.0,235.1,1853.0,0.0
2022-01-29,Apple Health,620.0,17.1,437.0,0.0
2022-01-30,Apple Health,5108.0,289.3,3847.0,0.0
2022-01-31,Apple Health,1825.0,55.5,1322.0,0.0
2022-02-01,Apple Health,2324.0,93.8,1751.0,0.0
2022-02-02,Apple Health,174.0,8.0,130.0,0.0
2022-02-03,Apple Health,4617.0,239.0,3300.0,0.0
2022-02-04,Apple Health,222.0,7.0,165.0,0.0
2022-02-05,Apple Health,139.0,5.0,94.0,0.0
2022-02-06,Apple Health,6524.0,382.5,4808.0,0.0
2022-02-07,Apple Health,4086.0,326.4,3027.0,0.0
2022-02-08,Apple Health,2655.0,159.3,1929.0,0.0
2022-02-09,Apple Health,3502.0,288.2,2586.0,0.0
2022-02-10,Apple Health,4941.0,522.4,3671.0,0.0
2022-02-11,Apple Health,595.0,36.4,403.0,0.0
2022-02-12,Apple Health,3830.0,160.9,2858.0,0.0
2022-02-13,Apple Health,11279.0,986.1,8891.0,0.0
2022-02-14,Apple Health,3781.0,323.7,2809.0,0.0
2022-02-15,Apple Health,2945.0,163.9,2018.0,0.0
2022-02-16,Apple Health,3002.0,311.5,2252.0,0.0
2022-02-17,Apple Health,4472.0,314.8,3289.0,0.0
2022-02-18,Apple Health,3864.0,290.8,2740.0,0.0
2022-02-19,Apple Health,711.0,41.0,526.0,0.0
2022-02-20,Apple Health,328.0,11.0,229.0,0.0
2022-02-21,Apple Health,1570.0,78.0,1144.0,0.0
2022-02-22,Apple Health,3206.0,123.0,2208.0,0.0
2022-02-23,Apple Health,2826.0,275.3,2030.0,0.0
2022-02-24,Apple Health,241.0,12.0,156.0,0.0
2022-02-25,Apple Health,378.0,15.0,250.0,0.0
2022-02-26,Apple Health,190.0,11.0,138.0,0.0
2022-02-27,Apple Health,1852.0,136.9,1374.0,0.0
2022-02-28,Apple Health,815.0,22.0,550.0,0.0
2022-03-01,Apple Health,4880.0,165.0,3594.0,0.0
2022-03-02,Apple Health,3296.0,326.3,2471.0,0.0
2022-03-03,Apple Health,4239.0,346.2,3171.0,0.0
2022-03-04,Apple Health,7624.0,614.8,5627.0,0.0
2022-03-05,Apple Health,113.0,7.0,102.0,0.0
2022-03-06,Apple Health,0.0,0.0,0.0,0.0
2022-03-07,Apple Health,5263.0,539.7,3959.0,0.0
2022-03-08,Apple Health,7428.0,688.9,5751.0,0.0
2022-03-09,Apple Health,4961.0,359.8,3718.0,0.0
2022-03-10,Apple Health,168.0,13.0,108.0,0.0
2022-03-11,Apple Health,1991.0,128.6,1438.0,0.0
2022-03-12,Apple Health,9816.0,905.6,9394.0,0.0
2022-03-13,Apple Health,1397.0,204.4,1008.0,0.0
2022-03-14,Apple Health,4647.0,511.2,3462.0,0.0
2022-03-15,Apple Health,5351.0,446.5,3864.0,0.0
2022-03-16,Apple Health,3708.0,283.5,2692.0,0.0
2022-03-17,Apple Health,6746.0,681.9,5117.0,0.0
2022-03-18,Apple Health,94.0,22.0,67.0,0.0
2022-03-19,Apple Health,380.0,10.0,269.0,0.0
2022-03-20,Apple Health,4852.0,273.9,3494.0,0.0
2022-03-21,Apple Health,4297.0,343.5,3146.0,0.0
2022-03-22,Apple Health,2375.0,85.0,1711.0,0.0
2022-03-23,Apple Health,2846.0,313.4,2135.0,0.0
2022-03-24,Apple Health,2947.0,159.9,2080.0,0.0
2022-03-25,Apple Health,2298.0,153.9,1517.0,0.0
2022-03-26,Apple Health,2273.0,82.0,1655.0,0.0
2022-03-27,Apple Health,118.0,44.0,80.0,0.0
2022-03-28,Apple Health,3550.0,318.4,2691.0,0.0
2022-03-29,Apple Health,6613.0,540.1,4991.0,0.0
2022-03-30,Apple Health,4463.0,380.4,3248.0,0.0
2022-03-31,Apple Health,4678.0,375.1,3267.0,0.0
2022-04-01,Apple Health,59.0,11.0,33.0,0.0
2022-04-02,Apple Health,153.0,5.0,112.0,0.0
2022-04-03,Apple Health,29.0,3.0,17.0,0.0
2022-04-04,Apple Health,2507.0,256.3,1875.0,0.0
2022-04-05,Apple Health,6677.0,559.5,5010.0,0.0
2022-04-06,Apple Health,0.0,0.0,0.0,0.0
2022-04-07,Apple Health,209.0,8.0,148.0,0.0
2022-04-08,Apple Health,5112.0,404.1,3785.0,0.0
2022-04-09,Apple Health,299.0,11.7,223.0,0.0
2022-04-10,Apple Health,8990.0,461.9,6702.0,0.0
