Date,DataSource,Steps,Calories,Distance(meters),ActiveTime(seconds)
2018-04-01,Apple Health,1335.0,77.4,923.0,0.0
2018-04-02,Apple Health,6466.0,475.7,4677.0,0.0
2018-04-03,Apple Health,5138.0,478.7,3609.0,0.0
2018-04-04,Apple Health,4507.0,391.0,3190.0,0.0
2018-04-05,Apple Health,4760.0,419.0,3544.0,0.0
2018-04-06,Apple Health,403.0,0.0,283.0,0.0
2018-04-07,Apple Health,818.0,64.2,565.0,0.0
2018-04-08,Apple Health,255.0,0.0,191.0,0.0
2018-04-09,Apple Health,4666.0,379.2,3221.0,0.0
2018-04-10,Apple Health,6743.0,471.0,4796.0,0.0
2018-04-11,Apple Health,4258.0,391.8,2424.0,0.0
2018-04-12,Apple Health,5048.0,367.1,3402.0,0.0
2018-04-13,Apple Health,2295.0,278.1,1661.0,0.0
2018-04-14,Apple Health,1421.0,121.1,937.0,0.0
2018-04-15,Apple Health,269.0,0.0,195.0,0.0
2018-04-16,Apple Health,4591.0,0.0,2885.0,0.0
2018-04-17,Apple Health,8876.0,420.4,6302.0,0.0
2018-04-18,Apple Health,6017.0,519.7,4266.0,0.0
2018-04-19,Apple Health,6463.0,474.9,4566.0,0.0
2018-04-20,Apple Health,4197.0,310.7,2819.0,0.0
2018-04-21,Apple Health,818.0,46.7,543.0,0.0
2018-04-22,Apple Health,275.0,0.0,206.0,0.0
2018-04-23,Apple Health,2732.0,262.5,1794.0,0.0
2018-04-24,Apple Health,4424.0,441.5,3195.0,0.0
2018-04-25,Apple Health,3665.0,341.3,2728.0,0.0
2018-04-26,Apple Health,5870.0,428.1,4044.0,0.0
2018-04-27,Apple Health,5577.0,553.8,3839.0,0.0
2018-04-28,Apple Health,715.0,28.2,511.0,0.0
2018-04-29,Apple Health,5533.0,346.6,3783.0,0.0
2018-04-30,Apple Health,11328.0,471.5,7478.0,0.0
2018-05-01,Apple Health,2499.0,171.7,1712.0,0.0
2018-05-02,Apple Health,3725.0,371.7,2575.0,0.0
2018-05-03,Apple Health,8285.0,567.8,5776.0,0.0
2018-05-04,Apple Health,6910.0,464.2,5111.0,0.0
2018-05-05,Apple Health,2684.0,168.6,1900.0,0.0
2018-05-06,Apple Health,7356.0,406.5,5348.0,0.0
2018-05-07,Apple Health,261.0,0.0,188.0,0.0
2018-05-08,Apple Health,5331.0,446.1,3589.0,0.0
2018-05-09,Apple Health,11741.0,656.9,7813.0,0.0
2018-05-10,Apple Health,6632.0,441.3,4580.0,0.0
2018-05-11,Apple Health,3713.0,362.0,2746.0,0.0
2018-05-12,Apple Health,3587.0,214.8,2457.0,0.0
2018-05-13,Apple Health,195.0,0.0,134.0,0.0
2018-05-14,Apple Health,3682.0,400.2,2752.0,0.0
2018-05-15,Apple Health,7476.0,451.3,5157.0,0.0
2018-05-16,Apple Health,3025.0,298.0,1879.0,0.0
2018-05-17,Apple Health,4994.0,442.0,3448.0,0.0
2018-05-18,Apple Health,7635.0,481.3,5256.0,0.0
2018-05-19,Apple Health,3556.0,97.2,2045.0,0.0
2018-05-20,Apple Health,5299.0,259.5,3732.0,0.0
2018-05-21,Apple Health,4466.0,308.5,3177.0,0.0
2018-05-22,Apple Health,6245.0,216.8,3746.0,0.0
2018-05-23,Apple Health,4950.0,410.6,3498.0,0.0
2018-05-24,Apple Health,3768.0,294.4,2640.0,0.0
2018-05-25,Apple Health,6613.0,423.1,4797.0,0.0
2018-05-26,Apple Health,3662.0,206.2,2554.0,0.0
2018-05-27,Apple Health,9318.0,406.4,4088.0,0.0
2018-05-28,Apple Health,4519.0,146.6,3214.0,0.0
2018-05-29,Apple Health,8506.0,540.0,5302.0,0.0
2018-05-30,Apple Health,7990.0,545.4,5450.0,0.0
2018-05-31,Apple Health,6977.0,514.1,4797.0,0.0
2018-06-01,Apple Health,7703.0,512.9,5121.0,0.0
2018-06-02,Apple Health,2572.0,333.6,1754.0,0.0
2018-06-03,Apple Health,273.0,0.0,200.0,0.0
2018-06-04,Apple Health,6594.0,385.7,3829.0,0.0
2018-06-05,Apple Health,5452.0,396.9,3664.0,0.0
2018-06-06,Apple Health,7731.0,409.7,5438.0,0.0
2018-06-07,Apple Health,4958.0,383.8,3394.0,0.0
2018-06-08,Apple Health,9039.0,604.3,6489.0,0.0
2018-06-09,Apple Health,4978.0,271.8,3764.0,0.0
2018-06-10,Apple Health,732.0,56.8,511.0,0.0
2018-06-11,Apple Health,5831.0,416.8,4117.0,0.0
2018-06-12,Apple Health,7524.0,481.5,5041.0,0.0
2018-06-13,Apple Health,1635.0,99.6,1159.0,0.0
2018-06-14,Apple Health,7007.0,513.9,4786.0,0.0
2018-06-15,Apple Health,6572.0,534.3,4435.0,0.0
2018-06-16,Apple Health,2677.0,249.1,1943.0,0.0
2018-06-17,Apple Health,3785.0,277.0,2604.0,0.0
2018-06-18,Apple Health,4079.0,288.9,2969.0,0.0
2018-06-19,Apple Health,1822.0,229.2,1334.0,0.0
2018-06-20,Apple Health,4846.0,359.5,3515.0,0.0
2018-06-21,Apple Health,6270.0,408.2,4435.0,0.0
2018-06-22,Apple Health,4225.0,401.4,3095.0,0.0
2018-06-23,Apple Health,2177.0,129.7,1541.0,0.0
2018-06-24,Apple Health,233.0,0.0,169.0,0.0
2018-06-25,Apple Health,3177.0,242.2,2251.0,0.0
2018-06-26,Apple Health,5555.0,453.2,3824.0,0.0
2018-06-27,Apple Health,7705.0,471.8,5321.0,0.0
2018-06-28,Apple Health,5272.0,370.4,3609.0,0.0
2018-06-29,Apple Health,5484.0,335.7,3849.0,0.0
2018-06-30,Apple Health,1100.0,60.6,721.0,0.0
2018-07-01,Apple Health,1026.0,0.0,719.0,0.0
2018-07-02,Apple Health,3701.0,323.3,2540.0,0.0
2018-07-03,Apple Health,5478.0,420.1,3976.0,0.0
2018-07-04,Apple Health,3435.0,333.4,2475.0,0.0
2018-07-05,Apple Health,3975.0,406.6,2942.0,0.0
2018-07-06,Apple Health,8788.0,543.2,5524.0,0.0
2018-07-07,Apple Health,3425.0,60.5,2301.0,0.0
2018-07-08,Apple Health,7439.0,432.1,4925.0,0.0
2018-07-09,Apple Health,9160.0,384.9,6460.0,0.0
2018-07-10,Apple Health,4972.0,364.2,2786.0,0.0
2018-07-11,Apple Health,5840.0,414.7,4283.0,0.0
2018-07-12,Apple Health,6674.0,465.5,4839.0,0.0
2018-07-13,Apple Health,3480.0,271.8,2328.0,0.0
2018-07-14,Apple Health,232.0,0.0,131.0,0.0
2018-07-15,Apple Health,328.0,1.3,233.0,0.0
2018-07-16,Apple Health,2777.0,277.4,1977.0,0.0
2018-07-17,Apple Health,3801.0,350.6,2734.0,0.0
2018-07-18,Apple Health,6082.0,500.1,4068.0,0.0
2018-07-19,Apple Health,5139.0,386.5,3728.0,0.0
2018-07-20,Apple Health,4848.0,311.7,3443.0,0.0
2018-07-21,Apple Health,4694.0,228.4,3369.0,0.0
2018-07-22,Apple Health,157.0,0.0,108.0,0.0
2018-07-23,Apple Health,5149.0,404.8,3095.0,0.0
2018-07-24,Apple Health,3853.0,336.7,2814.0,0.0
2018-07-25,Apple Health,2855.0,272.0,2000.0,0.0
2018-07-26,Apple Health,5373.0,430.3,3824.0,0.0
2018-07-27,Apple Health,2167.0,200.2,1466.0,0.0
2018-07-28,Apple Health,6779.0,387.3,4860.0,0.0
2018-07-29,Apple Health,95.0,0.0,62.0,0.0
2018-07-30,Apple Health,2684.0,0.1,1921.0,0.0
2018-07-31,Apple Health,4471.0,372.5,3150.0,0.0
2018-08-01,Apple Health,2385.0,1.8,1617.0,0.0
2018-08-02,Apple Health,5744.0,468.0,4131.0,0.0
2018-08-03,Apple Health,6043.0,347.0,4211.0,0.0
2018-08-04,Apple Health,5821.0,335.1,4280.0,0.0
2018-08-05,Apple Health,5591.0,296.1,3793.0,0.0
2018-08-06,Apple Health,8378.0,582.8,6097.0,0.0
2018-08-07,Apple Health,7243.0,518.8,4692.0,0.0
2018-08-08,Apple Health,2406.0,316.9,1748.0,0.0
2018-08-09,Apple Health,4328.0,261.9,2758.0,0.0
2018-08-10,Apple Health,4581.0,131.4,3048.0,0.0
2018-08-11,Apple Health,3887.0,249.6,2055.0,0.0
2018-08-12,Apple Health,1153.0,72.8,733.0,0.0
2018-08-13,Apple Health,2970.0,303.0,2116.0,0.0
2018-08-14,Apple Health,5434.0,444.4,3996.0,0.0
2018-08-15,Apple Health,5104.0,261.4,3780.0,0.0
2018-08-16,Apple Health,2569.0,290.8,1921.0,0.0
2018-08-17,Apple Health,4667.0,338.8,3245.0,0.0
2018-08-18,Apple Health,8471.0,472.4,5896.0,0.0
2018-08-19,Apple Health,410.0,4.2,279.0,0.0
2018-08-20,Apple Health,3041.0,253.0,2124.0,0.0
2018-08-21,Apple Health,2694.0,321.9,1945.0,0.0
2018-08-22,Apple Health,4541.0,375.5,3229.0,0.0
2018-08-23,Apple Health,5111.0,420.2,2877.0,0.0
2018-08-24,Apple Health,1591.0,83.4,1061.0,0.0
2018-08-25,Apple Health,3557.0,223.9,2310.0,0.0
2018-08-26,Apple Health,269.0,0.0,204.0,0.0
2018-08-27,Apple Health,2123.0,239.2,1560.0,0.0
2018-08-28,Apple Health,4179.0,333.0,2426.0,0.0
2018-08-29,Apple Health,4415.0,361.2,3214.0,0.0
2018-08-30,Apple Health,3121.0,257.8,2065.0,0.0
2018-08-31,Apple Health,2039.0,172.6,1449.0,0.0
2018-09-01,Apple Health,1809.0,182.5,1303.0,0.0
2018-09-02,Apple Health,411.0,0.0,300.0,0.0
2018-09-03,Apple Health,4507.0,433.0,2979.0,0.0
2018-09-04,Apple Health,5235.0,393.5,3860.0,0.0
2018-09-05,Apple Health,4747.0,390.6,3457.0,0.0
2018-09-06,Apple Health,5206.0,432.1,3014.0,0.0
2018-09-07,Apple Health,3321.0,240.3,2359.0,0.0
2018-09-08,Apple Health,12025.0,708.2,8465.0,0.0
2018-09-09,Apple Health,5629.0,404.5,4014.0,0.0
2018-09-10,Apple Health,5633.0,441.9,2676.0,0.0
2018-09-11,Apple Health,3565.0,363.9,111.0,0.0
2018-09-12,Apple Health,2690.0,280.1,111.0,0.0
2018-09-13,Apple Health,7056.0,469.8,111.0,0.0
2018-09-14,Apple Health,14517.0,710.5,111.0,0.0
2018-09-15,Apple Health,766.0,22.8,111.0,0.0
2018-09-16,Apple Health,443.0,0.2,111.0,0.0
2018-09-17,Apple Health,6214.0,414.0,111.0,0.0
2018-09-18,Apple Health,3049.0,393.8,111.0,0.0
2018-09-19,Apple Health,4769.0,316.0,111.0,0.0
2018-09-20,Apple Health,2405.0,168.7,111.0,0.0
2018-09-21,Apple Health,4088.0,242.0,111.0,0.0
2018-09-22,Apple Health,4088.0,317.4,111.0,0.0
2018-09-23,Apple Health,6683.0,467.2,111.0,0.0
2018-09-24,Apple Health,925.0,82.8,111.0,0.0
2018-09-25,Apple Health,827.0,150.6,111.0,0.0
2018-09-26,Apple Health,1307.0,0.0,111.0,0.0
2018-09-27,Apple Health,3533.0,307.6,111.0,0.0
2018-09-28,Apple Health,3991.0,407.8,111.0,0.0
2018-09-29,Apple Health,370.0,20.5,111.0,0.0
2018-09-30,Apple Health,3064.0,167.5,111.0,0.0
2018-10-01,Apple Health,2428.0,288.5,111.0,0.0
2018-10-02,Apple Health,6222.0,460.2,111.0,0.0
2018-10-03,Apple Health,1395.0,49.0,111.0,0.0
2018-10-04,Apple Health,4631.0,398.1,111.0,0.0
2018-10-05,Apple Health,2860.0,342.6,75.0,0.0
2018-10-06,Apple Health,337.0,0.4,49.0,0.0
2018-10-07,Apple Health,601.0,0.0,398.0,0.0
2018-10-08,Apple Health,3278.0,255.2,2277.0,0.0
2018-10-09,Apple Health,18169.0,916.2,12553.0,0.0
2018-10-10,Apple Health,18641.0,835.0,12688.0,0.0
2018-10-11,Apple Health,19488.0,926.0,13498.0,0.0
2018-10-12,Apple Health,17427.0,640.1,11781.0,0.0
2018-10-13,Apple Health,14713.0,673.6,10452.0,0.0
2018-10-14,Apple Health,1200.0,38.9,826.0,0.0
2018-10-15,Apple Health,7748.0,285.3,5078.0,0.0
2018-10-16,Apple Health,16942.0,868.4,11262.0,0.0
2018-10-17,Apple Health,23196.0,712.7,16002.0,0.0
2018-10-18,Apple Health,7538.0,624.2,4651.0,0.0
2018-10-19,Apple Health,6857.0,348.1,2239.0,0.0
2018-10-20,Apple Health,953.0,59.5,552.0,0.0
2018-10-21,Apple Health,7710.0,394.9,3.0,0.0
2018-10-22,Apple Health,3549.0,386.3,1443.0,0.0
2018-10-23,Apple Health,5423.0,328.9,3325.0,0.0
2018-10-24,Apple Health,5423.0,464.1,27.0,0.0
2018-10-25,Apple Health,5423.0,434.0,21.0,0.0
2018-10-26,Apple Health,5423.0,424.0,1222.0,0.0
2018-10-27,Apple Health,5423.0,617.9,1440.0,0.0
2018-10-28,Apple Health,5459.0,251.3,2944.0,0.0
2018-10-29,Apple Health,5514.0,586.4,3028.0,0.0
2018-10-30,Apple Health,5514.0,352.7,1441.0,0.0
2018-10-31,Apple Health,5514.0,629.1,3082.0,0.0
2018-11-01,Apple Health,5514.0,574.2,3523.0,0.0
2018-11-02,Apple Health,6559.0,601.5,1430.0,0.0
2018-11-03,Apple Health,1065.0,57.7,504.0,0.0
2018-11-04,Apple Health,168.0,0.0,76.0,0.0
2018-11-05,Apple Health,7674.0,681.1,5200.0,0.0
2018-11-06,Apple Health,10317.0,821.3,7470.0,0.0
2018-11-07,Apple Health,8102.0,683.2,5949.0,0.0
2018-11-08,Apple Health,7658.0,690.8,5261.0,0.0
2018-11-09,Apple Health,4974.0,329.7,3468.0,0.0
2018-11-10,Apple Health,9741.0,575.6,6930.0,0.0
2018-11-11,Apple Health,118.0,0.0,84.0,0.0
2018-11-12,Apple Health,7104.0,636.4,4722.0,0.0
2018-11-13,Apple Health,6390.0,657.6,4346.0,0.0
2018-11-14,Apple Health,5182.0,424.1,3847.0,0.0
2018-11-15,Apple Health,14874.0,917.4,10713.0,0.0
2018-11-16,Apple Health,14171.0,828.4,10375.0,0.0
2018-11-17,Apple Health,630.0,0.0,477.0,0.0
2018-11-18,Apple Health,537.0,0.0,384.0,0.0
2018-11-19,Apple Health,1229.0,0.0,942.0,0.0
2018-11-20,Apple Health,3387.0,382.6,2424.0,0.0
2018-11-21,Apple Health,4312.0,558.6,3044.0,0.0
2018-11-22,Apple Health,6956.0,681.3,5069.0,0.0
2018-11-23,Apple Health,6665.0,629.3,4736.0,0.0
2018-11-24,Apple Health,7723.0,188.1,5587.0,0.0
2018-11-25,Apple Health,190.0,0.0,137.0,0.0
2018-11-26,Apple Health,4971.0,539.7,3394.0,0.0
2018-11-27,Apple Health,4718.0,403.0,3287.0,0.0
2018-11-28,Apple Health,5201.0,579.3,3799.0,0.0
2018-11-29,Apple Health,5922.0,524.4,4346.0,0.0
2018-11-30,Apple Health,7356.0,561.6,5556.0,0.0
2018-12-01,Apple Health,1923.0,258.3,1573.0,0.0
2018-12-02,Apple Health,2758.0,178.9,2014.0,0.0
2018-12-03,Apple Health,4318.0,380.1,3242.0,0.0
2018-12-04,Apple Health,5954.0,618.1,4589.0,0.0
2018-12-05,Apple Health,5145.0,549.0,3965.0,0.0
2018-12-06,Apple Health,5884.0,510.7,4325.0,0.0
2018-12-07,Apple Health,4631.0,447.9,3518.0,0.0
2018-12-08,Apple Health,2697.0,216.4,2036.0,0.0
2018-12-09,Apple Health,7063.0,538.7,5327.0,0.0
2018-12-10,Apple Health,3810.0,236.9,2808.0,0.0
2018-12-11,Apple Health,7424.0,487.0,5568.0,0.0
2018-12-12,Apple Health,4536.0,513.3,3482.0,0.0
2018-12-13,Apple Health,4924.0,450.8,3697.0,0.0
2018-12-14,Apple Health,6801.0,614.3,5304.0,0.0
2018-12-15,Apple Health,2253.0,161.0,1669.0,0.0
2018-12-16,Apple Health,193.0,0.0,144.0,0.0
2018-12-17,Apple Health,8814.0,736.6,6690.0,0.0
2018-12-18,Apple Health,2606.0,268.6,1904.0,0.0
2018-12-19,Apple Health,6185.0,637.5,4726.0,0.0
2018-12-20,Apple Health,8961.0,693.4,6633.0,0.0
2018-12-21,Apple Health,6655.0,519.6,4855.0,0.0
2018-12-22,Apple Health,727.0,32.7,549.0,0.0
2018-12-23,Apple Health,4390.0,257.8,3161.0,0.0
2018-12-24,Apple Health,4712.0,423.7,3522.0,0.0
2018-12-25,Apple Health,228.0,0.3,160.0,0.0
2018-12-26,Apple Health,6845.0,647.4,5051.0,0.0
2018-12-27,Apple Health,8581.0,805.5,6565.0,0.0
2018-12-28,Apple Health,4659.0,421.1,3512.0,0.0
2018-12-29,Apple Health,2878.0,305.0,2150.0,0.0
2018-12-30,Apple Health,229.0,3.9,167.0,0.0
2018-12-31,Apple Health,9376.0,634.3,6984.0,0.0
2019-01-01,Apple Health,7485.0,561.8,5622.0,0.0
2019-01-02,Apple Health,3895.0,387.5,2923.0,0.0
2019-01-03,Apple Health,7846.0,556.8,5610.0,0.0
2019-01-04,Apple Health,4805.0,523.2,3623.0,0.0
2019-01-05,Apple Health,1242.0,123.9,940.0,0.0
2019-01-06,Apple Health,3737.0,184.7,2649.0,0.0
2019-01-07,Apple Health,5923.0,598.1,4479.0,0.0
2019-01-08,Apple Health,4637.0,452.8,3413.0,0.0
2019-01-09,Apple Health,4767.0,468.5,3570.0,0.0
2019-01-10,Apple Health,4640.0,530.5,3456.0,0.0
2019-01-11,Apple Health,7335.0,203.3,5421.0,0.0
2019-01-12,Apple Health,142.0,0.3,98.0,0.0
2019-01-13,Apple Health,4088.0,295.5,3119.0,0.0
2019-01-14,Apple Health,5538.0,510.7,4166.0,0.0
2019-01-15,Apple Health,5586.0,349.4,4100.0,0.0
2019-01-16,Apple Health,5685.0,484.9,4191.0,0.0
2019-01-17,Apple Health,6629.0,532.6,4968.0,0.0
2019-01-18,Apple Health,7722.0,629.0,5805.0,0.0
2019-01-19,Apple Health,3863.0,338.5,2868.0,0.0
2019-01-20,Apple Health,1954.0,189.5,1477.0,0.0
2019-01-21,Apple Health,3157.0,366.7,2333.0,0.0
2019-01-22,Apple Health,4656.0,454.7,3431.0,0.0
2019-01-23,Apple Health,4208.0,545.2,3175.0,0.0
2019-01-24,Apple Health,3971.0,348.1,2947.0,0.0
2019-01-25,Apple Health,3485.0,365.1,2612.0,0.0
2019-01-26,Apple Health,3088.0,195.1,2423.0,0.0
2019-01-27,Apple Health,148.0,0.9,109.0,0.0
2019-01-28,Apple Health,3800.0,344.7,2808.0,0.0
2019-01-29,Apple Health,5113.0,546.7,3831.0,0.0
2019-01-30,Apple Health,6679.0,649.0,4868.0,0.0
2019-01-31,Apple Health,3243.0,411.7,2414.0,0.0
2019-02-01,Apple Health,7371.0,617.8,5495.0,0.0
2019-02-02,Apple Health,5708.0,338.2,4154.0,0.0
2019-02-03,Apple Health,3569.0,288.9,2650.0,0.0
2019-02-04,Apple Health,644.0,58.0,499.0,0.0
2019-02-05,Apple Health,3006.0,224.7,2122.0,0.0
2019-02-06,Apple Health,3623.0,186.6,2569.0,0.0
2019-02-07,Apple Health,4135.0,527.7,3122.0,0.0
2019-02-08,Apple Health,4666.0,416.5,3475.0,0.0
2019-02-09,Apple Health,1649.0,0.0,1241.0,0.0
2019-02-10,Apple Health,5611.0,307.6,4051.0,0.0
2019-02-11,Apple Health,6803.0,658.8,5187.0,0.0
2019-02-12,Apple Health,3786.0,363.6,2768.0,0.0
2019-02-13,Apple Health,3988.0,477.9,2978.0,0.0
2019-02-14,Apple Health,5639.0,475.7,3975.0,0.0
2019-02-15,Apple Health,5638.0,550.7,4206.0,0.0
2019-02-16,Apple Health,1030.0,119.9,784.0,0.0
2019-02-17,Apple Health,3140.0,222.4,2354.0,0.0
2019-02-18,Apple Health,3808.0,403.0,2823.0,0.0
2019-02-19,Apple Health,4084.0,531.4,3057.0,0.0
2019-02-20,Apple Health,4225.0,381.0,3106.0,0.0
2019-02-21,Apple Health,4291.0,475.0,3205.0,0.0
2019-02-22,Apple Health,4679.0,461.5,3504.0,0.0
2019-02-23,Apple Health,5118.0,562.1,3812.0,0.0
2019-02-24,Apple Health,1008.0,115.6,761.0,0.0
2019-02-25,Apple Health,3831.0,346.8,2800.0,0.0
2019-02-26,Apple Health,4423.0,504.8,3357.0,0.0
2019-02-27,Apple Health,7352.0,686.7,5579.0,0.0
2019-02-28,Apple Health,5245.0,443.2,3982.0,0.0
2019-03-01,Apple Health,11855.0,809.9,8881.0,0.0
2019-03-02,Apple Health,2982.0,391.2,2294.0,0.0
2019-03-03,Apple Health,3186.0,222.1,2521.0,0.0
2019-03-04,Apple Health,4189.0,477.3,3129.0,0.0
2019-03-05,Apple Health,5262.0,516.2,3958.0,0.0
2019-03-06,Apple Health,4212.0,543.4,3162.0,0.0
2019-03-07,Apple Health,6467.0,587.5,4724.0,0.0
2019-03-08,Apple Health,7094.0,575.3,5394.0,0.0
2019-03-09,Apple Health,1070.0,0.6,810.0,0.0
2019-03-10,Apple Health,6217.0,435.7,4384.0,0.0
2019-03-11,Apple Health,2554.0,320.3,1975.0,0.0
2019-03-12,Apple Health,4307.0,425.8,3222.0,0.0
2019-03-13,Apple Health,4492.0,474.7,3311.0,0.0
2019-03-14,Apple Health,4260.0,420.2,3155.0,0.0
2019-03-15,Apple Health,4112.0,485.4,2984.0,0.0
2019-03-16,Apple Health,3366.0,338.6,2513.0,0.0
2019-03-17,Apple Health,3657.0,231.4,2726.0,0.0
2019-03-18,Apple Health,3564.0,387.5,2663.0,0.0
2019-03-19,Apple Health,3811.0,472.2,2834.0,0.0
2019-03-20,Apple Health,7030.0,732.5,5252.0,0.0
2019-03-21,Apple Health,4998.0,449.8,3667.0,0.0
2019-03-22,Apple Health,13470.0,819.8,9811.0,0.0
2019-03-23,Apple Health,7809.0,655.2,6020.0,0.0
2019-03-24,Apple Health,69.0,0.0,47.0,0.0
2019-03-25,Apple Health,3168.0,312.5,2358.0,0.0
2019-03-26,Apple Health,4740.0,523.8,3660.0,0.0
2019-03-27,Apple Health,4352.0,447.9,3229.0,0.0
2019-03-28,Apple Health,4194.0,453.6,3156.0,0.0
2019-03-29,Apple Health,5727.0,370.2,4252.0,0.0
2019-03-30,Apple Health,279.0,0.0,199.0,0.0
2019-03-31,Apple Health,3443.0,0.2,2417.0,0.0
2019-04-01,Apple Health,2733.0,329.8,2029.0,0.0
2019-04-02,Apple Health,4774.0,474.7,3537.0,0.0
2019-04-03,Apple Health,7300.0,648.6,5449.0,0.0
2019-04-04,Apple Health,4714.0,462.4,3397.0,0.0
2019-04-05,Apple Health,6368.0,446.8,4713.0,0.0
2019-04-06,Apple Health,5079.0,410.5,3800.0,0.0
2019-04-07,Apple Health,172.0,0.0,124.0,0.0
2019-04-08,Apple Health,4295.0,393.0,3238.0,0.0
2019-04-09,Apple Health,5044.0,436.7,3844.0,0.0
2019-04-10,Apple Health,5439.0,487.6,4039.0,0.0
2019-04-11,Apple Health,6923.0,548.2,5184.0,0.0
2019-04-12,Apple Health,5554.0,484.4,4097.0,0.0
2019-04-13,Apple Health,2870.0,349.4,2116.0,0.0
2019-04-14,Apple Health,221.0,2.0,158.0,0.0
2019-04-15,Apple Health,4157.0,440.2,3138.0,0.0
2019-04-16,Apple Health,5178.0,556.0,3954.0,0.0
2019-04-17,Apple Health,5385.0,385.6,3979.0,0.0
2019-04-18,Apple Health,4330.0,459.2,3196.0,0.0
2019-04-19,Apple Health,5606.0,486.8,4315.0,0.0
2019-04-20,Apple Health,1136.0,0.2,768.0,0.0
2019-04-21,Apple Health,147.0,1.7,102.0,0.0
2019-04-22,Apple Health,7154.0,669.8,5566.0,0.0
2019-04-23,Apple Health,6565.0,480.5,4842.0,0.0
2019-04-24,Apple Health,3280.0,379.2,2392.0,0.0
2019-04-25,Apple Health,4143.0,523.6,3122.0,0.0
2019-04-26,Apple Health,3919.0,490.1,3041.0,0.0
2019-04-27,Apple Health,302.0,15.6,230.0,0.0
2019-04-28,Apple Health,2256.0,270.4,1683.0,0.0
2019-04-29,Apple Health,6189.0,601.7,4861.0,0.0
2019-04-30,Apple Health,6001.0,543.2,4448.0,0.0
2019-05-01,Apple Health,267.0,3.6,199.0,0.0
2019-05-02,Apple Health,5176.0,488.6,3910.0,0.0
2019-05-03,Apple Health,8957.0,627.9,6706.0,0.0
2019-05-04,Apple Health,85.0,0.2,54.0,0.0
2019-05-05,Apple Health,7840.0,768.1,6167.0,0.0
2019-05-06,Apple Health,1972.0,161.1,1503.0,0.0
2019-05-07,Apple Health,3388.0,461.1,2591.0,0.0
2019-05-08,Apple Health,5509.0,553.8,4157.0,0.0
2019-05-09,Apple Health,4902.0,416.9,3691.0,0.0
2019-05-10,Apple Health,5545.0,0.9,3967.0,0.0
2019-05-11,Apple Health,4564.0,436.7,3581.0,0.0
2019-05-12,Apple Health,5767.0,405.6,4120.0,0.0
2019-05-13,Apple Health,5822.0,641.6,4522.0,0.0
2019-05-14,Apple Health,4044.0,411.5,3005.0,0.0
2019-05-15,Apple Health,8900.0,525.8,6879.0,0.0
2019-05-16,Apple Health,4184.0,368.2,3214.0,0.0
2019-05-17,Apple Health,6957.0,486.6,5333.0,0.0
2019-05-18,Apple Health,128.0,0.0,94.0,0.0
2019-05-19,Apple Health,126.0,0.6,89.0,0.0
2019-05-20,Apple Health,5746.0,522.4,4337.0,0.0
2019-05-21,Apple Health,4299.0,366.3,3255.0,0.0
2019-05-22,Apple Health,4393.0,476.0,3308.0,0.0
2019-05-23,Apple Health,6077.0,572.2,4636.0,0.0
2019-05-24,Apple Health,7547.0,584.3,5735.0,0.0
2019-05-25,Apple Health,3014.0,249.6,2290.0,0.0
2019-05-26,Apple Health,1304.0,121.8,972.0,0.0
2019-05-27,Apple Health,4221.0,468.0,3266.0,0.0
2019-05-28,Apple Health,3223.0,313.3,2388.0,0.0
2019-05-29,Apple Health,5918.0,472.1,4369.0,0.0
2019-05-30,Apple Health,5210.0,579.0,3990.0,0.0
2019-05-31,Apple Health,2478.0,240.8,1903.0,0.0
2019-06-01,Apple Health,44.0,0.3,34.0,0.0
2019-06-02,Apple Health,4920.0,286.6,3490.0,0.0
2019-06-03,Apple Health,5700.0,502.6,4272.0,0.0
2019-06-04,Apple Health,4497.0,473.4,3349.0,0.0
2019-06-05,Apple Health,7098.0,619.7,5390.0,0.0
2019-06-06,Apple Health,4210.0,261.9,3079.0,0.0
2019-06-07,Apple Health,2926.0,274.3,2181.0,0.0
2019-06-08,Apple Health,1977.0,247.8,1494.0,0.0
2019-06-09,Apple Health,41.0,0.0,29.0,0.0
2019-06-10,Apple Health,3986.0,484.4,3035.0,0.0
2019-06-11,Apple Health,2800.0,224.0,2169.0,0.0
2019-06-12,Apple Health,4817.0,463.1,3583.0,0.0
2019-06-13,Apple Health,3037.0,392.7,2293.0,0.0
2019-06-14,Apple Health,7093.0,558.4,5232.0,0.0
2019-06-15,Apple Health,1249.0,57.0,991.0,0.0
2019-06-16,Apple Health,8530.0,819.0,6438.0,0.0
2019-06-17,Apple Health,8305.0,577.5,6329.0,0.0
2019-06-18,Apple Health,8053.0,601.3,6090.0,0.0
2019-06-19,Apple Health,8216.0,563.0,6261.0,0.0
2019-06-20,Apple Health,3924.0,344.5,2821.0,0.0
2019-06-21,Apple Health,3092.0,304.7,2320.0,0.0
2019-06-22,Apple Health,46.0,0.0,33.0,0.0
2019-06-23,Apple Health,93.0,0.0,68.0,0.0
2019-06-24,Apple Health,3901.0,526.8,2941.0,0.0
2019-06-25,Apple Health,3518.0,325.1,2651.0,0.0
2019-06-26,Apple Health,4356.0,407.1,3288.0,0.0
2019-06-27,Apple Health,5650.0,535.1,4354.0,0.0
2019-06-28,Apple Health,7801.0,533.0,6083.0,0.0
2019-06-29,Apple Health,6652.0,518.9,4987.0,0.0
